Review_ID,True_Label,Predicted_Label,Source
REV-02957,Positive,Positive,Website
REV-02958,Negative,Negative,Website
REV-02959,Positive,Positive,Website
REV-02960,Negative,Negative,Mobile App
REV-02961,Neutral,Positive,Mobile App
REV-02962,Neutral,Neutral,Mobile App
REV-02963,Positive,Positive,Website
REV-02964,Positive,Positive,Mobile App
REV-02965,Positive,Positive,Website
REV-02966,Positive,Positive,Website
REV-02967,Positive,Neutral,Website
REV-02968,Positive,Positive,Mobile App
REV-02969,Neutral,Neutral,Website
REV-02970,Neutral,Neutral,Website
REV-02971,Negative,Negative,Mobile App
REV-02972,Positive,Positive,Website
REV-02973,Positive,Positive,Mobile App
REV-02974,Neutral,Neutral,Website
REV-02975,Negative,Neutral,Mobile App
REV-02976,Positive,Neutral,Website
REV-02977,Negative,Negative,Website
REV-02978,Positive,Positive,Mobile App
REV-02979,Positive,Positive,Website
REV-02980,Neutral,Neutral,Mobile App
REV-02981,Negative,Negative,Website
REV-02982,Positive,Positive,Mobile App
REV-02983,Positive,Neutral,Website
REV-02984,Positive,Positive,Website
REV-02985,Positive,Negative,Website
REV-02986,Negative,Negative,Mobile App
REV-02987,Positive,Positive,Mobile App
REV-02988,Positive,Positive,Mobile App
REV-02989,Positive,Positive,Mobile App
REV-02990,Negative,Negative,Mobile App
REV-02991,Positive,Positive,Website
REV-02992,Positive,Positive,Website
REV-02993,Neutral,Neutral,Website
REV-02994,Negative,Negative,Website
REV-02995,Positive,Positive,Website
REV-02996,Negative,Negative,Mobile App
REV-02997,Neutral,Neutral,Website
REV-02998,Negative,Negative,Mobile App
REV-02999,Positive,Positive,Website
